"Date","Open","High","Low","Close","Volume"
#2017-01-02#,144.94,146.209,144.37,145.3,670342
#2017-01-03#,147.72,148.945,144.4,145.79,625463
#2017-01-04#,145.93,149.94,145.49,149.41,649597
#2017-01-05#,149.05,149.9725,145.54,147.58,418747
#2017-01-06#,148.1,148.804,146.19,147.25,455952
#2017-01-09#,145.78,147,143.03,143.43,463150
#2017-01-10#,143.43,144.16,142.53,143.27,541900
#2017-01-11#,143.2,145.25,142.75,145.22,500206
#2017-01-12#,144.28,144.605,140.85,143.58,565561
#2017-01-13#,144.33,146.43,143.26,143.53,495649
#2017-01-16#,144.33,146.43,143.26,143.53,495649
#2017-01-17#,142.72,143.52,141.21,141.39,937658
#2017-01-18#,141.72,142.08,139.52,142.03,981555
#2017-01-19#,142.2,143.22,140.75,141.34,344025
#2017-01-20#,142.1,143.675,142.1,143.49,383088
#2017-01-23#,142.79,143.78,141.576,142.86,570658
#2017-01-24#,143.85,146.1599,143.4,144.86,556832
#2017-01-25#,145.96,146.36,144.115,145.7,589116
#2017-01-26#,146.49,146.49,143.42,144.47,755230
#2017-01-27#,144.06,144.75,142.2,144.45,549747
#2017-01-30#,144.18,151.82,143.07,151.32,1380975
#2017-01-31#,152.23,153.59,150.2,152.36,1065828
#2017-02-01#,153.58,157.119,152.21,156.58,1081702
#2017-02-02#,155.13,157.03,154.225,154.96,826971
#2017-02-03#,157.9,158.895,156.6,158.13,1156313
#2017-02-06#,157,159.24,157,157.65,651892
#2017-02-07#,158.97,161.11,158.71,160.54,724409
#2017-02-08#,160.06,161.7,159.12,161.49,732801
#2017-02-09#,162.72,164.3,161.19,163.86,785343
#2017-02-10#,165,168.17,164.07,167.62,713477
#2017-02-13#,168.5,168.91,166.68,167.32,418841
#2017-02-14#,166.54,167.94,166.26,167.68,582996
#2017-02-15#,168,170.7,167.8,170.33,566864
#2017-02-16#,170.47,170.7,167.34,167.9,433883
#2017-02-17#,166.32,169.33,165.63,168.42,347799
#2017-02-20#,166.32,169.33,165.63,168.42,347799
#2017-02-21#,168.75,171.18,168.75,170.91,378419
#2017-02-22#,169.67,170.84,168.76,169.42,436943
#2017-02-23#,169.87,170.35,167.89,169.26,346862
#2017-02-24#,167.98,168.49,166.05,168.03,473458
#2017-02-27#,167.93,169.59,167.03,168.96,344915
#2017-02-28#,168.27,169.22,166.41,167.93,445546
#2017-03-01#,171.11,171.65,168.74,169.31,397584
#2017-03-02#,169.65,169.95,167.145,168.2,463635
#2017-03-03#,168.52,170.29,168.07,168.75,443275
#2017-03-06#,166.8,168.57,166.33,167.19,447707
#2017-03-07#,166.56,167.855,165.73,166.56,364052
#2017-03-08#,167.93,169.61,166.15,166.35,275213
#2017-03-09#,167.24,167.9,164.24,165.3,399148
#2017-03-10#,166.66,166.92,163.66,163.9,554311
#2017-03-13#,164,164.38,162.28,163.8,622651
#2017-03-14#,163.06,164.63,161.39,164.29,309836
#2017-03-15#,165.54,166.81,163.55,165.86,492690
#2017-03-16#,166.82,168.49,165.8,166,306319
#2017-03-17#,166.47,166.47,162.47,162.81,819640
#2017-03-20#,162.94,163.64,160.8,162.03,404615
#2017-03-21#,163.52,163.52,158.445,159.29,455828
#2017-03-22#,158.59,160.24,157.4801,159.22,394257
#2017-03-23#,159.29,161.14,158.1,158.89,273278
#2017-03-24#,159.4,160.91,157.98,158.86,303761
#2017-03-27#,156.15,159.24,155.27,159,312713
#2017-03-28#,158.83,164.85,158.1691,163.7,460481
#2017-03-29#,162.86,163.66,160.62,162.87,372124
#2017-03-30#,162.48,164.39,162.04,163.94,287618
#2017-03-31#,163.29,164.93,162.84,163.94,380891
#2017-04-03#,164.24,164.98,161.12,162.97,392969
#2017-04-04#,161.86,163.2,159.38,160.09,358217
#2017-04-05#,161.31,162.68,158.84,159.2,280302
#2017-04-06#,159.35,161.76,158.73,160.63,258815
#2017-04-07#,159.47,161.91,159.47,160.81,321965
#2017-04-10#,160.46,161.99,159.77,161.19,260628
#2017-04-11#,160.62,162.67,159.18,162.62,296534
#2017-04-12#,163.17,163.42,161.19,162.25,289044
#2017-04-13#,161.44,163.77,160.66,161.28,294090
#2017-04-14#,161.44,163.77,160.66,161.28,294090
#2017-04-17#,161.47,164.14,161.47,163.94,230328
#2017-04-18#,162.4,163.4,160.3175,161.79,324810
#2017-04-19#,163.12,164.31,162.27,162.77,289413
#2017-04-20#,163.92,165,162.39,164.58,249659
#2017-04-21#,164.18,164.99,162.95,163.31,219330
#2017-04-24#,167.11,167.26,164.76,166.45,299561
#2017-04-25#,166.87,168.59,164.68,166.12,305445
#2017-04-26#,166.18,167.615,165.79,165.93,184605
#2017-04-27#,166.63,166.63,163.97,165.67,239336
#2017-04-28#,165.53,166.39,163.99,165.59,362132
#2017-05-01#,162,162.5,155.21,155.84,1179404
#2017-05-02#,155.23,157.12,152.67,154.79,1067616
#2017-05-03#,154.05,155.85,152.94,155.31,472684
#2017-05-04#,155.37,157.2,154.33,155.43,487194
#2017-05-05#,156.04,156.307,154.33,154.71,627275
#2017-05-08#,154.83,155.34,152.81,154.04,525526
#2017-05-09#,153.37,154.63,152.3405,154,563058
#2017-05-10#,154,154.21,152.98,154.04,483953
#2017-05-11#,153.05,153.8,150.52,152.42,588187
#2017-05-12#,152.05,154.03,151.88,153.58,476975
#2017-05-15#,154.04,155.38,154.015,154.75,294961
#2017-05-16#,154.9,154.9,152.97,154.55,380562
#2017-05-17#,152.22,153.18,150.448,151.08,719042
#2017-05-18#,150.9,151.73,148.81,149.51,865234
#2017-05-19#,149.61,153.11,149.08,152.69,681423
#2017-05-22#,153.27,154.745,152.345,153.98,312744
#2017-05-23#,153.91,153.91,151.97,152.66,419230
#2017-05-24#,152.68,153.1,151.39,152.5,449223
#2017-05-25#,153.41,154.26,152.63,154,499764
#2017-05-26#,153.6,154.57,153.16,153.92,443012
#2017-05-29#,153.6,154.57,153.16,153.92,443012
#2017-05-30#,153.52,154.25,152.8,153.02,508913
#2017-05-31#,153.33,154.14,152.16,153.85,557593
#2017-06-01#,154.24,161.71,153.715,160.34,805153
#2017-06-02#,160.01,161.63,159.16,161,759571
#2017-06-05#,159.37,165.97,159.37,161.99,990203
#2017-06-06#,160.67,161.7,158.57,159.85,616653
#2017-06-07#,160.27,161.01,159.065,160.51,557265
#2017-06-08#,160.44,162.1,159.5,159.77,481526
#2017-06-09#,160.98,163.01,159.85,162.49,337977
#2017-06-12#,162.29,163.5,159.78,162.15,400939
#2017-06-13#,162.7,162.89,159.92,161.85,313927
#2017-06-14#,161.18,163.44,160.13,163.25,312088
#2017-06-15#,161.77,163.63,161.09,163,304752
#2017-06-16#,163.35,164.93,162.18,164.25,492976
#2017-06-19#,165.29,166.54,163.68,166.37,754976
#2017-06-20#,166.13,166.48,165.11,165.62,339313
#2017-06-21#,165.77,165.77,161.07,161.86,394173
#2017-06-22#,161.22,163.26,159.2888,162.05,328378
#2017-06-23#,162.36,162.99,160.343,161.27,1278856
#2017-06-26#,162.34,165,161.52,162.36,287954
#2017-06-27#,163.33,163.9,161.71,162.71,268071
#2017-06-28#,164.12,166.95,163.29,165.94,429869
#2017-06-29#,168.39,169.16,164.11,165.01,464801
#2017-06-30#,166.1,167.6,165.785,165.86,318233
#2017-07-03#,167.47,169.98,167.38,168.32,226839
#2017-07-04#,167.47,169.98,167.38,168.32,226839
#2017-07-05#,169.23,171.5899,168.09,170.29,508789
#2017-07-06#,169.92,170.48,166.03,166.18,543202
#2017-07-07#,167.16,170.81,167.16,169.87,377952
#2017-07-10#,169.69,174.03,169,172.71,474736
#2017-07-11#,172.91,173.44,170.32,171.65,324970
#2017-07-12#,172.29,174.78,171.71,174.03,468789
#2017-07-13#,174.47,175.6,172.78,175.15,404733
#2017-07-14#,174.55,176.11,174.345,175.53,331622
#2017-07-17#,175.99,176.74,175.54,176.3,242097
#2017-07-18#,175.88,177.54,175.08,176.99,263065
#2017-07-19#,177.41,177.855,176.71,176.99,356234
#2017-07-20#,177.7,179.81,177.28,177.91,429723
#2017-07-21#,177.75,179.08,176.79,178.35,213140
#2017-07-24#,178,180.17,178,179.05,242234
#2017-07-25#,180.97,182.67,179.84,181.46,265341
#2017-07-26#,181.57,182.66,180.34,181.59,281773
#2017-07-27#,184.22,184.71,177.63,178.84,472389
#2017-07-28#,178.37,180.61,177.01,178.65,404580
#2017-07-31#,178.95,186.455,177.03,185.83,582831
#2017-08-01#,187.08,187.08,184.82,185.98,384233
#2017-08-02#,185.08,185.795,180.12,180.67,380500
#2017-08-03#,180.65,181,179.0012,180.18,419564
#2017-08-04#,181.19,181.87,179.08,180.64,276755
#2017-08-07#,180.63,182.1,179.365,180.63,347891
#2017-08-08#,180.52,183.05,180.25,181.56,320229
#2017-08-09#,180.52,180.81,179.09,180.53,325038
