"Date","Open","High","Low","Close","Volume"
#2019-01-01#,249.56,250.19,247.47,249.92,144299370
#2019-01-02#,245.98,251.21,245.95,250.18,126925199
#2019-01-03#,248.23,248.57,243.67,244.21,144140692
#2019-01-04#,247.59,253.11,247.17,252.39,142628834
#2019-01-07#,252.69,255.95,251.69,254.38,103139100
#2019-01-08#,256.82,257.31,254,256.77,102512587
#2019-01-09#,257.56,258.91,256.19,257.97,95006554
#2019-01-10#,256.26,259.16,255.5,258.88,96823923
#2019-01-11#,257.68,259.0098,257.03,258.98,73858110
#2019-01-14#,256.86,258.3,256.41,257.4,70908227
#2019-01-15#,257.82,260.7,257.81,260.35,85208271
#2019-01-16#,260.83,261.9666,260.6,260.98,77636710
#2019-01-17#,260.01,263.92,259.96,262.96,96118435
#2019-01-18#,264.98,266.98,262.998,266.46,127900303
#2019-01-21#,264.98,266.98,262.998,266.46,127900303
#2019-01-22#,264.82,265.06,261.06,262.86,115531183
#2019-01-23#,264.01,264.79,260.66,263.41,86030287
#2019-01-24#,263.21,264.2,262.08,263.55,59204139
#2019-01-25#,265.61,266.7,263.6595,265.78,96883358
#2019-01-28#,263.39,263.83,261.79,263.76,85613655
#2019-01-29#,263.92,264.55,262.48,263.41,66136334
#2019-01-30#,265.1,268.52,264.25,267.58,92473671
#2019-01-31#,267.51,270.47,267.27,269.93,104012073
#2019-02-01#,270.15,271.2,269.18,270.06,85782524
#2019-02-04#,270.11,272.03,269.36,271.96,60744844
#2019-02-05#,272.44,273.44,271.88,273.1,79552774
#2019-02-06#,272.79,273.34,271.92,272.74,58347791
#2019-02-07#,270.94,271.55,268.29,270.14,95481961
#2019-02-08#,268.75,270.58,267.83,270.47,75788861
#2019-02-11#,271.2,271.49,270.03,270.62,68021423
#2019-02-12#,272.42,274.52,272.34,274.1,72270221
#2019-02-13#,275.03,275.93,274.56,274.99,65277204
#2019-02-14#,273.78,275.64,272.87,274.38,83234396
#2019-02-15#,276.36,277.41,276.13,277.37,97088659
#2019-02-18#,276.36,277.41,276.13,277.37,97088659
#2019-02-19#,276.4813,278.58,276.47,277.85,59120804
#2019-02-20#,277.81,278.92,277.25,278.41,76610767
#2019-02-21#,277.7,278.1,276.345,277.42,64214727
#2019-02-22#,278.11,279.36,277.4029,279.14,78114616
#2019-02-25#,280.73,281.31,279.43,279.52,69030699
#2019-02-26#,279.13,280.3,278.9,279.32,56844101
#2019-02-27#,278.52,279.59,277.48,279.2,56921570
#2019-02-28#,278.96,279.45,278.32,278.68,69268293
#2019-03-01#,280.44,280.88,278.82,280.42,78880548
#2019-03-04#,281.6,281.87,276.84,279.4,106494637
#2019-03-05#,279.54,279.76,278.41,279.02,59114559
#2019-03-06#,279.15,279.16,276.97,277.33,75039771
#2019-03-07#,276.83,276.99,274.07,275.01,94885089
#2019-03-08#,272.94,274.65,272.42,274.46,85795799
#2019-03-11#,275.26,278.62,275.23,278.44,65098897
#2019-03-12#,279.06,280.07,278.85,279.49,79667530
#2019-03-13#,280.48,282.38,280.3,281.34,80639153
#2019-03-14#,281.37,281.84,280.6662,281.16,67518366
#2019-03-15#,280.54,282.21,280.33,281.31,81308979
#2019-03-18#,281.55,282.66,281.3,282.33,62199806
#2019-03-19#,283.51,284.36,281.41,282.4,90268121
#2019-03-20#,282.16,283.5,280.32,281.55,84609210
#2019-03-21#,280.64,285.18,280.59,284.73,79550375
#2019-03-22#,283.22,283.8034,279.18,279.25,122659286
#2019-03-25#,278.87,280.1853,277.64,279.04,85575197
#2019-03-26#,280.99,282.18,279.56,281.12,68125920
#2019-03-27#,281.11,281.76,277.93,279.65,72224722
#2019-03-28#,280.35,281.21,279.07,280.71,56238545
#2019-03-29#,282.39,282.84,281.14,282.48,82186806
#2019-04-01#,284.7,286.16,284.4,285.83,77617945
#2019-04-02#,286.04,286.23,285.09,285.97,40070351
#2019-04-03#,287.32,287.76,285.75,286.42,68243202
#2019-04-04#,286.78,287.459,286.01,287.18,48997505
#2019-04-05#,287.92,288.63,287.6,288.57,58621729
#2019-04-08#,288.1,288.91,287.37,288.79,53566335
#2019-04-09#,287.72,288.08,286.7,287.31,66142316
#2019-04-10#,287.77,288.3899,287.31,288.29,52601499
#2019-04-11#,288.83,288.84,287.578,288.21,55093100
#2019-04-12#,290,290.47,288.261,290.16,69727782
#2019-04-15#,290.24,290.35,289.075,289.97,49596685
#2019-04-16#,290.95,291.01,289.5,290.16,52153197
#2019-04-17#,291.4,291.425,288.99,289.45,58268295
#2019-04-18#,290.1,290.32,288.66,290.02,68708513
#2019-04-19#,290.1,290.32,288.66,290.02,68708513
#2019-04-22#,289.17,290.435,289.07,290.27,40160140
#2019-04-23#,290.68,293.14,290.42,292.88,52246633
#2019-04-24#,292.79,293.16,292.07,292.23,50392914
#2019-04-25#,292.12,292.78,290.73,292.05,57770862
#2019-04-26#,292.1,293.49,291.2401,293.41,50916423
#2019-04-29#,293.51,294.45,293.41,293.87,57197747
#2019-04-30#,293.49,294.34,291.92,294.02,81111733
#2019-05-01#,294.72,294.95,291.8,291.81,71671870
#2019-05-02#,291.68,292.7,289.52,291.18,65030170
#2019-05-03#,292.82,294.34,291.2998,294.03,56543653
#2019-05-06#,289.25,293.31,288.9,292.82,107198069
#2019-05-07#,290.15,290.81,285.81,287.93,144729908
#2019-05-08#,287.53,289.43,286.87,287.53,91568287
#2019-05-09#,285.23,287.33,283.3,286.66,103471104
#2019-05-10#,285.62,288.94,282.3,288.1,112429293
#2019-05-13#,282.42,283.49,279.93,280.86,127290527
#2019-05-14#,281.99,285.1,281.85,283.4,77003230
#2019-05-15#,281.59,285.77,281.36,285.06,73956407
#2019-05-16#,285.84,289.21,285.76,287.7,76749643
#2019-05-17#,285.14,288.6,285.1207,285.84,100353024
#2019-05-20#,284.06,285.43,283.12,283.95,62877610
#2019-05-21#,285.83,286.93,285.55,286.51,46847085
#2019-05-22#,285.45,286.69,285.1,285.63,49482472
#2019-05-23#,283.16,283.21,280.57,282.14,98733847
#2019-05-24#,283.74,284.2,282.09,282.78,55268095
#2019-05-27#,283.74,284.2,282.09,282.78,55268095
#2019-05-28#,283.09,284.15,280.13,280.15,70029356
#2019-05-29#,278.91,279.36,276.71,278.27,104972927
#2019-05-30#,279.11,280.04,277.805,279.03,62523780
#2019-05-31#,276.2,277.12,275.24,275.27,86862782
#2019-06-03#,275.31,276.5521,273.09,274.57,96427952
#2019-06-04#,277.12,280.68,276.62,280.53,77231889
#2019-06-05#,282.33,282.99,280.32,282.96,71169717
#2019-06-06#,283.29,285.55,282.57,284.8,69430381
#2019-06-07#,285.93,288.85,285.74,287.65,74272199
#2019-06-10#,289.37,290.82,288.8734,288.97,60799053
#2019-06-11#,290.99,291.4,288.1805,288.9,58641325
#2019-06-12#,288.64,289.26,287.815,288.39,47096312
#2019-06-13#,289.4,289.98,288.62,289.58,48945156
#2019-06-14#,289.26,289.93,288.41,289.26,52324716
#2019-06-17#,289.52,290.22,289.18,289.37,39205709
#2019-06-18#,291.39,293.57,290.99,292.4,85434823
#2019-06-19#,292.55,293.65,291.47,293.06,78674377
#2019-06-20#,296.04,296.3093,293.1255,295.86,116570017
#2019-06-21#,294.13,295.52,293.76,294,83309466
#2019-06-24#,294.23,294.58,293.47,293.64,47582730
#2019-06-25#,293.7,293.73,290.64,290.76,82028656
#2019-06-26#,291.75,292.31,290.345,290.47,51584902
#2019-06-27#,291.31,292.06,290.89,291.5,40355239
#2019-06-28#,292.58,293.55,292.01,293,59350929
#2019-07-01#,296.68,296.92,294.33,295.66,79117620
#2019-07-02#,295.61,296.49,294.68,296.43,61504544
#2019-07-03#,297.18,298.82,297.02,298.8,40898896
#2019-07-04#,297.18,298.82,297.02,298.8,40898896
#2019-07-05#,297.44,298.64,296.01,298.46,51677326
#2019-07-08#,297.01,298.2579,296.22,296.82,45841772
#2019-07-09#,295.54,297.52,295.48,297.19,41101279
#2019-07-10#,298.37,299.66,297.78,298.61,58595558
#2019-07-11#,299.32,299.58,298.2,299.31,50889481
#2019-07-12#,299.85,300.73,299.51,300.65,40354410
#2019-07-15#,301.13,301.13,300.19,300.75,33910261
#2019-07-16#,300.65,300.88,299.44,299.71,40567964
#2019-07-17#,299.75,299.93,297.74,297.74,44102443
#2019-07-18#,297.19,299.25,296.7,298.83,51701687
#2019-07-19#,300.04,300.07,296.96,297.17,71081238
#2019-07-22#,297.61,298.5,297.04,297.9,43687404
#2019-07-23#,299.14,300.03,298.22,300.03,44657973
#2019-07-24#,299.19,301.44,299.09,301.44,47213232
#2019-07-25#,300.94,301,299.11,300,55394092
#2019-07-26#,300.76,302.23,300.62,302.01,45084077
